id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longtitude,house-type
58ffb79a5e986a05d1cdba5b,146827,2001,18,东城,39.9351806640625,102,仓南胡同与朝阳门北小街路口东北角,南门仓,https://m.fang.com/xiaoqu/bj/1010215899.html,116.43339538574219,住宅
58ffb7ba5e986a05d1cdba63,116292,2007,792,东城,39.95415115356445,103,东直门香河园路1号院(香河园中街南侧香河园路北侧),万国城,https://m.fang.com/xiaoqu/bj/1010014712.html,116.44519805908203,住宅
58ffb7d15e986a05d1cdba69,85632,2014,37,东城,39.90583419799805,13,广渠门立交桥东北侧忠实里一区三号楼,京禧阁,https://m.fang.com/xiaoqu/bj/1010721639.html,116.4517822265625,住宅
58ffb8135e986a05d1cdba76,84161,1999,41,东城,39.90266036987305,57,崇文门外大街5号(地铁崇文门站南崇文门外大街西侧),新世界太华公寓,https://m.fang.com/xiaoqu/bj/1010014193.html,116.42373657226562,住宅
58ffb8345e986a05d1cdba7c,84161,1999,41,东城,39.90266036987305,57,崇文门外大街5号(地铁崇文门站南崇文门外大街西侧),新世界公寓,https://m.fang.com/xiaoqu/bj/1010014193.html,116.42373657226562,住宅
58ffb8655e986a05d1cdba7f,116292,2007,792,东城,39.95415115356445,103,东直门香河园路1号院(香河园中街南侧香河园路北侧),当代万国城Moma,https://m.fang.com/xiaoqu/bj/1010014712.html,116.44519805908203,住宅
58ffb9825e986a05d1cdba9c,84482,2000,4,东城,39.9014892578125,NULL,白桥大街24号广渠门中学隔壁,白桥大街24号楼,https://m.fang.com/xiaoqu/bj/1010504589.html,116.44639587402344,住宅
58ffba1c5e986a05d1cdbabe,111321,2001,49,东城,39.91218185424805,8,苏州胡同与崇文门内大街路口东110米路南,苏州胡同,https://m.fang.com/xiaoqu/bj/1010215945.html,116.42723083496094,住宅
58ffba5f5e986a05d1cdbad0,78990,1995,10,东城,39.897544860839844,44,广渠门桥南300米东二环西侧,南水关,https://m.fang.com/xiaoqu/bj/1010497985.html,116.44821166992188,住宅
58ffbb085e986a05d1cdbade,100050,2001,28,东城,39.88875961303711,64,光明桥西龙潭路龙潭公园北侧,龙潭北里,https://m.fang.com/xiaoqu/bj/1010197845.html,116.44461822509766,住宅
58ffbbe55e986a05d1cdbaed,96119,1985,22,东城,39.930198669433594,2,隆福寺十字路口东南角地铁东四站南侧,东四西大街,https://m.fang.com/xiaoqu/bj/1010566505.html,116.42189025878906,住宅
58ffbbfa5e986a05d1cdbaf3,74252,1996,7,东城,39.96089172363281,1,青年湖公园西侧青年湖南街北侧,青年湖西里,https://m.fang.com/xiaoqu/bj/1010459623.html,116.40486145019531,住宅
58ffbc515e986a05d1cdbaf7,69014,2001,49,东城,39.94184112548828,41,东四十条桥西北角东直门南大街9号,华普花园,https://m.fang.com/xiaoqu/bj/1010215823.html,116.43900299072266,住宅
58ffbcba5e986a05d1cdbafe,135637,2000,65,东城,39.94637680053711,95,交道口东大街南侧北新桥土儿胡同,土儿胡同,https://m.fang.com/xiaoqu/bj/1010483749.html,116.41838836669922,住宅
58ffbed35e986a05d1cdbb17,85653,1983,24,东城,39.97146987915039,47,安定门外大街青年沟路西口,安外甘水桥社区,https://m.fang.com/xiaoqu/bj/1010199439.html,116.41461181640625,住宅
58ffbf0f5e986a05d1cdbb1f,86386,1980,1,东城,39.9619026184082,30,和平里中街南侧地铁和平里北街站东南侧300米,和平里四区,https://m.fang.com/xiaoqu/bj/1010583943.html,116.42755889892578,住宅
