id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longitude,house-type
58ffbc225e986a05d1cdbaf4,92962,1992,10,东城,39.917652264366254,12,王府井灯市东口景山学校附近,同福夹道,https://m.fang.com/xiaoqu/bj/1010340783.html,116.41060257558065,住宅
58ffbc265e986a05d1cdbaf5,49447,1998,43,东城,39.861332622855926,77,永定门外管村路(革新南路南侧),管村10号院,https://m.fang.com/xiaoqu/bj/1010660455.html,116.38949162002757,住宅
58ffbc375e986a05d1cdbaf6,93900,2000,1,东城,39.9245075435882,5,中国美术馆东侧美术馆东街,美术馆东街,https://m.fang.com/xiaoqu/bj/1010639463.html,116.40446819078701,住宅
58ffbc5f5e986a05d1cdbaf8,100801,2000,4,东城,39.898487512498946,3,崇文门地铁站往西200米,东河沿,https://m.fang.com/xiaoqu/bj/1010498755.html,116.41791908910517,住宅
58ffbc705e986a05d1cdbaf9,115005,2000,1,东城,39.95762510630565,28,和平里北街丙14号,和平里北街丙14号,https://m.fang.com/xiaoqu/bj/1010604263.html,116.4201677518028,住宅
58ffbc925e986a05d1cdbafa,89393,2002,44,东城,39.89367496279987,17,广渠门北里甲73号院,丽水湾畔家园,https://m.fang.com/xiaoqu/bj/1010012315.html,116.43664362826976,住宅
58ffbca95e986a05d1cdbafb,143179,1983,21,东城,39.93419525574818,7,东城区平安大街宽街路口北,东棉花胡同,https://m.fang.com/xiaoqu/bj/1010387729.html,116.40174943788283,住宅
58ffbcaa5e986a05d1cdbafc,90828,2000,6,东城,39.94420788442268,1,民安街北侧东直门北小街16号院,东直门北小街16号院,https://m.fang.com/xiaoqu/bj/1010604343.html,116.41968790466323,住宅
58ffbcb35e986a05d1cdbafd,97965,2000,23,东城,39.9565660787637,12,和平里中街3号院,和平里中街3号院,https://m.fang.com/xiaoqu/bj/1010532985.html,116.41737450323171,住宅
58ffbce45e986a05d1cdbaff,110476,2007,8,东城,39.95581349390376,104,和平里北街地铁站东侧,和平里二区,https://m.fang.com/xiaoqu/bj/1010198065.html,116.4162438007266,住宅
58ffbcf35e986a05d1cdbb00,49447,1998,43,东城,39.861332622855926,77,永定门外管村路(革新南路南侧),管村甲10号楼,https://m.fang.com/xiaoqu/bj/1010660455.html,116.38949162002757,住宅
58ffbd0c5e986a05d1cdbb01,106342,2010,2,东城,39.95398400643487,17,六铺炕甲3号4号楼,府上嘉园,https://m.fang.com/xiaoqu/bj/1010167823.html,116.38794348802837,住宅
58ffbd1a5e986a05d1cdbb02,67902,2002,16,东城,39.96308502819666,37,和平西街与小黄庄路交汇处西南角,豪威嘉园,https://m.fang.com/xiaoqu/bj/1010012054.html,116.41140449976727,住宅
58ffbd2e5e986a05d1cdbb03,112604,2000,8,东城,39.953822638603434,51,安德里北街甲22号(青年湖公园北门往西100米),湖景苑,https://m.fang.com/xiaoqu/bj/1010344983.html,116.39218211402975,住宅
58ffbd3d5e986a05d1cdbb04,114355,2005,21,东城,39.94980940708668,62,安德路甲10号,巷上嘉园,https://m.fang.com/xiaoqu/bj/1010316521.html,116.39384986948679,住宅
58ffbd455e986a05d1cdbb05,125886,2001,1,东城,39.915712891309916,55,禄米仓胡同42-1号,禄米仓胡同,https://m.fang.com/xiaoqu/bj/1010215861.html,116.4237786261513,住宅
58ffbd965e986a05d1cdbb06,66237,2000,15,东城,39.88171842637583,11,龙潭北里三条9号(龙潭湖公园北50米),龙腾阁,https://m.fang.com/xiaoqu/bj/1010003336.html,116.43144131063242,住宅
58ffbd9d5e986a05d1cdbb07,111656,1999,60,东城,39.94536116441045,58,安定门内永康胡同2号(城铁安定门和雍和宫之间),官书院,https://m.fang.com/xiaoqu/bj/1010012279.html,116.40500666024481,住宅
58ffbdee5e986a05d1cdbb08,103772,2002,66,东城,39.89414962598522,129,广外大街马圈1号,远洋德邑,https://m.fang.com/xiaoqu/bj/1010024801.html,116.43950625670672,住宅
